	class	class id	text_clean_lemma_as_str
1502	Вежливость сотрудников магазина	4	касса магазин получение заказ девушка сотрудница мвидео крайне доброжелательный связь плохой зрение очко труд видеть телефон номер заказ далёкий код который прийти телефон вид смс получение заказ девушка сотрудница мвидео попросить сказать номер заказ код попросить её посмотреть самой телефон повернуть её сторона экран телефон объяснить плохо видеть нуждаться помощь девушка сотрудник фыркнуть сказать плохо видеть уткнуться свой компьютер категорически отказаться помочь хотя весь её действие показывать плохо видеть спокойно сидеть свой компьютер совершенно труд смотреть приложить усилие очень напрячь зрение сказать номер заказ код расстроить отношение сотрудник мвидео отзывчивость равнодушие сотрудник мвидео ставить одну звезда
1503	Доступность персонала в магазине	3	никто зона выдача другие сотрудник сказать смотреть камера решать выходить сотрудник просьба пригласить зона выдача компетенция табло работать
1504	Обслуживание продавцами/ консультантами	6	зона выдача находиться 4 сотрудник магазин выдача кроме одного покупатель долго стоять дурак ждать сотрудник соизволить подойти выдать товар делать вид замечать подойти сказать получить заказ сказать подождать подойти решиться подойти ощущение стоять жребий кидать идти обслуживать покупатель каждый получение заказ
1505	Время ожидания у кассы	7	ох ии час просидеть жара просто ещё 30 минута очередь пи сы
1506	Вежливость сотрудников магазина	4	ужасный отношение клиент длительный ожидание сотрудник выдача заниматься продажа одного товар давать это включить давать это т д просьба пригласить ещё сотрудник грубый форма ответить магазин 2 человек нравиться звоните горячий линия убедительный просьба разобраться данной ситуация уважение елена
1507	Вежливость сотрудников магазина	4	грубость хамство персонал особенно кассир ани находиться рабочий место бейдж волокита отдел выдача ожидание 40 мина выдача заказ отказ помощь погрузка автомобиль
1508	Время ожидания у кассы	7	ужасный обслуживание очередь огромный касса стоять очередь около 20 минута заказать другом место
1509	Компетентность продавцов/ консультантов	1	минута 15 стоять единственный покупатель зона выдача смотреть продавец мило беседовать обсуждать свой график работа сначала спросить вежливо сказать ожидать позвать постоять ещё минута 5 повышенный тон попросить выдать заказ ответить молчать это ваш заказ табло стоять единственный также просить сделать процесс выдача магазин отвратительно работать сотовый связь получить смс код очень тяжело вернуть выдача документ добавить альтернатива
1510	Компетентность продавцов/ консультантов	1	продавец впихивать страховка страховка продавать
1511	Электронная очередь	2	товар нормальный получение приложение получить талон котором написать мной очередь 0 человек экран показываться талон ожидать работа работать должный выдавать заказ обслуживать привести консультант порядок живой очередь вопрос получить заказ талон мной 0 человек сказать занять обращайтесь горячий линия
1512	Компетентность продавцов/ консультантов	1	плохой отношение персонал прийти электронный чек
1513	Вежливость сотрудников магазина	4	регулярно сталкиваться свинский отношение покупатель данном магазин
1514	Вежливость сотрудников магазина	4	менеджер крайне приветливый сказать
1515	Компетентность продавцов/ консультантов	1	работа сотрудник конкретно магазин оставлять желать хороший торговый зал никто оказать помощь поиск уточнение характеристика приобретаемого товар также прийтись уговаривать продавец помощь поиск заказ смартфон сломаться осуществить поиск номер телефон сотрудник отказаться вовсе сразу неохотой найти оформить выдача товар найти человек удаться сразу возможный весь загрузить работа момент визит зал находиться 2 3 человек
1516	Компетентность продавцов/ консультантов	1	вместо данного интернет заказ продать товар премиум класс розница весь вероятность магазин необходимый делать план наглый спрос клиент пробивать розница товар пробивать продавец валерия которая сослаться якобы иметься технический сбой самое интересный технический сбой произойти именно продажа посуда премиум класс урегулирование данного вопрос позвать управляющего игорь юриевич который оказаться крайне неклиентоориентированным сотрудник вместо извиниться уладить ситуация неуважительный пренебрежительный тон сказать разница интернет заказ продажа розница больший разница игорь юриевич прийти ваш магазин делать покупка розница получить свой интернет заказ крайне негативный посещение данного магазин
1517	Компетентность продавцов/ консультантов	1	научить сотрудник обманывать покупатель
1518	Вежливость сотрудников магазина	4	хамский отношение персонал
1519	Время ожидания у кассы	7	магазин мвидеов трц сансити г новосибирск получение товар работать стол который одновременно выдавать интернет заказ касса магазин собраться больший очередь 10 покупатель это консультант стоять сторона 7 человек находиться 10 метр касса наверняка зал ещё разговаривать ничто делать перераспределить пожалуйста персонал
1520	Обслуживание на кассе	5	сделать заказ произвести оплата магазин отменить заказ касса вводить заблуждение повод балл пока поругаться списание балл хотеть производить хотя горячий линия утверждать обратный обслуживание отвратительный магазин краснодар ул коммунар 280 старший кассир невыносимый надменный лицо огрызаться
1521	Вежливость сотрудников магазина	4	грубый девушка продавец
1522	Компетентность продавцов/ консультантов	1	продавец сказать данного товар приехать хотя показать штрих код смс товар готовый выдача несколько просьба посмотреть внимательный найтись стоять спина товар претензия
1523	Компетентность продавцов/ консультантов	1	заказ суть испортить отношение персонал предложить открыть проверить покупка ладно самое отрицательный оплата получение чек сказать сотрудник выдающему заказ спасибо большой хороший день ответ услышать угу директор магазин сеть мочь сказать отношение сотрудник делать уважение
1524	Время ожидания у кассы	7	ожидание очередь хотя товар готовый выдача
1525	Вежливость сотрудников магазина	4	очень грубый сотрудник здравствовать сказать
1526	Электронная очередь	2	девушка диана выдача просто испортить весь настроение прийти встать очередь электронный обслужить последний хотя номер 27 другого клиент 28 это указать просто послать сказать ждать ужасный качество весь говорить туда ходить
1527	Доступность персонала в магазине	3	сотрудник ходить зал долго заниматься выдача заказ
1528	Обслуживание продавцами/ консультантами	6	час прождать продавец который просто забыть
1529	Обслуживание продавцами/ консультантами	6	товар замечание обслуживание заинтересованность сотрудник ужасный уровень
1530	Компетентность продавцов/ консультантов	1	ужасный пункт выдача сотрудник заявлять нужный подождать пока подойти сотрудник это никто покупатель это 10 минута сотрудник приносить чайник другого помещение число товар подготовить выдача находиться стеллаж спина первый сотрудник просто издевательство
1531	Компетентность продавцов/ консультантов	1	понравиться навязывание ненужный допопций несколько сказать касса нужный никакой дополнительный товар услуга всё равный пробить покупка vpn преподнести великий благо
1532	Электронная очередь	2	приехать открытие сразу вход получить талон приложение зал полупустой выдача никто стоять ждать пока минута 15 пока сжалиться кассир фраза давать попробовать отдать заказ удалиться другое помещение попытка удаться пробить чек отдать синтезатор хотеть проверить зал проконсультироваться зал никто небыть стать терять время уйти итог дома подключение наушник синтезатор обнаруживаться фонящий звук звук наводка шипящий металический помеха возвращать
1533	Компетентность продавцов/ консультантов	1	покупка товар продавец сообщить весь информация это устройство ноутбук установить операционный система виндовс качество обслуживание магазин ужасный подольск ул киров вести нагло приходиться ждать 20 минута
1534	Время ожидания у кассы	7	стоять очередь 40 мина ждать найти заказ 30 мина просто ужас
1535	Электронная очередь	2	магазин мега парнас электронный очередь покупка интерент магазин взять талон ждать свой очередь электронный табло кассир никто талон вызывать факт влезть очередь первый кассир работать фактически электронный очередь работать стоить терминал который активно призывать пользоваться потратить время зря ожидание электронный очередь
1536	Вежливость сотрудников магазина	4	отвратительный обслуживание сначала удивить обращение сотрудник касса отдавать товар просьба посмотреть говорить уходить недовольный далее говорить это товар брать полка бросать говорить пойти общий окончательно испортить мнение ваш магазин очень неприятный одной звезда стоить пусть хотя научиться читать говорить манер
1537	Доступность персонала в магазине	3	прийти блин сидеть сервисный зона никто кассами скучать девушка консультант подойти
1538	Доступность персонала в магазине	3	распределять свой рабочий правильный зал сто свободный консультант товар выдавать некому
1539	Обслуживание продавцами/ консультантами	6	ждать выдача онлайн заказ 10 минута получение талон стойка выдача онлайн заказ сотрудник стоять зал разговаривать друг другом обращать внимание покупатель спасибо сервис
1540	Доступность персонала в магазине	3	набрать персонал касса долгий время отсутствовать кассир весь занять покупатель зал
1541	Компетентность продавцов/ консультантов	1	чехол добротный работник пытаться гонять одного сотрудник другому работать работать нормально шпынять клиент магазин частенько
1542	Доступность персонала в магазине	3	кассовый зона работать сотрудник сначала вообще никто 5 7 минута ожидание подойти сотрудник зал спросить весь сотрудник курс спустя ещё минута подойти кассир обслуживать зал проводить оплата итог прождать 10 15 минута заказ днём будний день притом человек магазин выдача стоять первый очередь
1543	Компетентность продавцов/ консультантов	1	поведение сотрудник
1544	Компетентность продавцов/ консультантов	1	работа сотрудник низкий дно сначала сотрудница выдача сказать получить приложение штрих код ещё дать считать хотя спросить достаточно нажать кнопка приложение считывание код прийтись идти зал посмотреть витринный товар мучительно долго собирать видимо просто мочь найти упаковка смениться сотрудник выдача артём фастов просьба ускорить процесс выяснить происходить ответить отказ другого отдел требование позвать менеджер сообщить предложить пробежаться зал поиск продавец нужный отдел итог товар принести потерять минута 40 время дом открыть коробка увидеть талантливый сотрудник вместо родный зарядный устройство эпилятор вложить совершенно другим разъём некомплект никакой возможность пользоваться покупка общий ждать возврат нога благо выбор магазин приличный
1545	Компетентность продавцов/ консультантов	1	очень неприятный продавец консультант навязать услуга установка хотя уверять услуга бесплатный
1546	Обслуживание на кассе	5	хамский отношение продавец кассир
1547	Вежливость сотрудников магазина	4	персонал ужасный
1548	Время ожидания у кассы	7	огромный магазин человек касса ужас который ещё оформлять возврат гарантия посадить человек касса
1549	Доступность персонала в магазине	3	магазин сотрудник толком никто проконсультировать точно объяснить условие платный установка вытяжка
1550	Электронная очередь	2	выдача заказ талон работать ранний живой очередь первый подпустить касса обслуживать
1551	Время ожидания у кассы	7	очень долгий ожидание касса стоять клиент выстроившись огромный очередь одного сотрудник
1552	Компетентность продавцов/ консультантов	1	клиентоориентированности 0
1553	Вежливость сотрудников магазина	4	поговорить сотрудница научить элементарный манер общение предыдущий заказ описать ситуация
1554	Вежливость сотрудников магазина	4	относиться клиент больший уважение хамски получать заказ попросить проверить телефон работоспособность покупать подарок человек который выдавать заказ сказать сделать это оплата ок оплатить хотеть проверить консультант просто уходить ничто говорить предложить помощь распаковка хотя ножницы типо купить ваш проблема телефон передайте благодарность сотрудник поспособствовать тому покупать ничто благо выбор
1555	Компетентность продавцов/ консультантов	1	очень навязчивый сервис слово очень пока оформляться интернет заказ 100 навязывать длительный страховка отдельный плата 100 работник обидеться отменить заказ создать новый вообще ничто понять везде человеческий фактор очевидно повезти пожалеть связаться магазин
1556	Доступность персонала в магазине	3	долго ждать сотрудник
1557	Компетентность продавцов/ консультантов	1	неприветливый персонал
1558	Вежливость сотрудников магазина	4	вежливость продавец
1559	Время ожидания у кассы	7	простоять очередь 2 человек целый час
1560	Вежливость сотрудников магазина	4	19 07 самообслуживание проверяй утюг прям касса хамский отношение ленивый сотрудник время устроить скандал это пора должный проверять товар работоспособность фу ужасный персонал магазин уходить dns
1561	Консультация КЦ	0	товар зарезервировать 16 03 2023 товар зарезервировать оператор чат сожаление день получение товар товар снять резерв продать последний экземпляр город потерять возможность порадовать покупка чат некомпетентный специалист поддержка
1562	Компетентность продавцов/ консультантов	1	устроить работа дружелюбный компетентный персонал
1563	Компетентность продавцов/ консультантов	1	продавец консультант навязать страховка сообщить услуга платный сказать услуга идти подарок также утаить факт наличие скидка данный магазин м видео покупать ничто отвратительный сервис отличный доставка высота
1564	Компетентность продавцов/ консультантов	1	ужасный отношение сотрудник коробка часть предмет соковыжималка
1565	Электронная очередь	2	долго выдавать товар 30 минута стоять магазин электронный очередь понятный нужный
1566	Время ожидания у кассы	7	касса работать накапливаться очередь терминал заказ тупить выдавать заказ заказывать мвидео постоянно план обслуживание магазин мало меняться
1567	Вежливость сотрудников магазина	4	специально спланировать поездка магазин ростов дон омский 2б сделать покупка работа это посмотреть время закрытие оно обозначить 22 00 факт 21 35 нам менеджер подойти охранник потребовать закругляться 10 минута исправить указание режим работа довести охранник результат сделать импульсивный покупка купить хотеть сдавать менеджер спасибо помогать мочь понять магазин охранник главный
1568	Обслуживание на кассе	5	персонал подбирать грамотный девушка касса отпускать товар хамка плюс начислить балл покупка
1569	Вежливость сотрудников магазина	4	сотрудница магазин которые выдавать заказ очень грубо обшаются
1570	Консультация КЦ	0	консультация оператор специалист хренов ввести заблуждение это общаться ошибка сажать грамотный человек общаться связь это пострадать компания м видео просить вернуть деньга поздний 1 2 день это выглядеть работать аферист товар получить деньга заморозить
1571	Время ожидания у кассы	7	устранить проблема очередь выдача заказ
1572	Электронная очередь	2	весь талон мобильный приложение полный профанация заказ никто выносить табло стойка выдача работать прийтись стоять очередь также называть номер заказ ждать пока вынести товар
1573	Вежливость сотрудников магазина	4	вечер добрый назвать таковым почему отвратительный обслуживание наплевательский отношение персонал работник заинтересованы обслужить клиент продать товар особенно хотеться отметить хамский общение сторона охранница нахамить торопить хотя оставаться 15 минута закрытие магазин магазин цуме город орёл
1574	Компетентность продавцов/ консультантов	1	первый покупка пройти это последний александр очень приветливо встретить просмотр доверенность сказать подходить вопрос тишина втора пустой итог настойчивый просьба нам выдать оплатить заказ далёкий спектакль работник болтать свой поза зю пытаться настроить ноутбук просьба помочь послать итог спасибо потратить нерв следующий выбрать магазин открыть показать рассказать поработайте сотрудник клиентоориентированность хотеть мышка сумка отношение оттолкнуть полностью спасибо
1575	Электронная очередь	2	терминал выдача талон работать некорректно виснуть получить талон нужный ещё ждать минута экран показать якобы операция совершить человек понимать происходить уходить талон вылезать следующий очередь пытаться получить свой талон
1576	Электронная очередь	2	выдача 1 человек получить талон выдача заказ стенд появиться надпись искать сотрудник далее набираться очередь приходить улица итог оказаться талон встать живой очередь ибо выдавать талон получаться просто это тишина
1577	Время ожидания у кассы	7	больший очередь долго прийтись ждать кассир 1 5 устать жизнь человек это зал загорать 100500 нужный консультант которые уметь впаривать страховка
1578	Вежливость сотрудников магазина	4	выдача заказ пройти крайне некорректный невежливый неклиентоориентированной форма выдача заказ работать женщина год 40 45 белый волос нарощенными ресница ярко накрасить глаз которой 1 год назад иметь негативный опыт общение получать неё заказ захотеть испытывать личный неприязнь проинформировать сотрудник халилова иметь данной женщина негативный опыт общение ответ сказать ничто страшный мочь девушка настроение плохой почему должный подстраиваться настроение сотрудник магазин качаев джафар отказываться выдать оплатить заказ требовать паспорт хотя других магазин выдавать код подтверждение подойти терминал получить талон халилов качаев громко смеяться обсуждать спина убедительный просьба руководство депримировать данных сотрудник ненадлежащий непрофессиональный обслуживание хамский поведение
1579	Обслуживание на кассе	5	кассир очень недовольный прийтись отвлечься свой телефон
1580	Доступность персонала в магазине	3	заказ онлайн ооооооочень долго нужный ждать сотрудник который выдать заказ первый заплесневеть ожидание трудный
1581	Доступность персонала в магазине	3	сотрудник выдача товар долгий ожидание
1582	Компетентность продавцов/ консультантов	1	менеджер касса онлайн заказ прийтись ждать навязчивый сервис доп гарантия слово первый понимать
1583	Компетентность продавцов/ консультантов	1	заказать расчёска выпрямитель специально магазин числиться 3 позиция покупать витринный образец итог приезжать магазин отстоять очередь 35 40 минута говорить товар продать остаться витринный образец это 31 декабрь специально область ехать товар сотрудник сказать извинить пригласить след клиент 31 число стоить плакать понимать искать товар отвратительно никакой желание заказывать понимать смысл делать заказ равный твой заказ спокойно продавать другому клиент впервые сталкиваться пофигистичным отношение клиент никто предложить никакой путь решение хотя магазин выборг числиться данный товар сделать трансфер магазин магазин
1584	Вежливость сотрудников магазина	4	товар факт прийти б вскрыть мятый коробка продавец касса хамоват грубый магазин место проверка очень грязный отвратительный сервис отношение клиент
1585	Электронная очередь	2	исправить барак выдача нужный талон система работать
1586	Обслуживание продавцами/ консультантами	6	очень долго ждать выдача сотрудник просто сидеть телефон ковыряться свой дело заниматься глядеть нам глаз ладно парень подойти выдать наш заказ
1587	Время ожидания у кассы	7	долго ждать касса
1588	Компетентность продавцов/ консультантов	1	сделать заказ указанно наличие магазин итог сегодня приехать забирать товар готовый выдача найти батарейки сотрудница чувство впервые вообще выдавать заказ либо ответ действие клещами нужный вытягивать полный отсутствие заинтересованность клиент ожидание видать разный попытка понять делать отменить заказ сделать продажа магазин мвидео город апатит это нечто высказываться резко отрицательно данному магазин отличный магазин видать сотрудник работать соответствующий это последний место обращаться покупка больший часть товар стараться покупать озон днс заняться нормальный обучение ваш сотрудник заинтересованность продажа скоро покупатель остаться
1589	Вежливость сотрудников магазина	4	отменить оплатить заказ причина хамский отношение покупатель это издевательство восстановить заказ
1590	Вежливость сотрудников магазина	4	хотеть выразить свой возмущение сотрудник магазин тц цум город владикавказ собственно получать товар хамский уважительный грубый хабальское отношение клиент особенность ваш сотрудник вероника которая принимать участие выдача товар момент позвонить сотрудник мвидео горячий линия предложение сделать скидка сотрудница торговый зал вероника высказывать недовольство психоз говорить вообще волновать делать сотрудник горячий линия никакой отношение иметь отвратительный обслуживание хамский отношение прийти конкретно торговый центр ваш магазин
1591	Компетентность продавцов/ консультантов	1	испортить вконсультанты магазин
1592	Электронная очередь	2	автомат выдача талон стоить неделя рабочий нем указать работать возиться выдача никто долго звать сотрудник почему талон ответ каждый выдача интернет заказ гемор
1593	Компетентность продавцов/ консультантов	1	обучить персонал обслуживание
1594	Время ожидания у кассы	7	магазин явный недобор сотрудник человек товар неисправный принимать обратно интернет заказ выдаёт образоваться очередь крайне неудобный стоять 10 минута очередь 1 минута забрать свой заказ
1595	Компетентность продавцов/ консультантов	1	навязывание услуга
1596	Электронная очередь	2	женщина выдача заставлять стоять очередь приложение получить номер номер высветился экран просьба подойти выдача утверждать физический очередь видеть отстоять понятие электронный выдача регулировать история любить м видео конечный точка людской контакт каждый всё плохой извинить сильно выбесила
1597	Компетентность продавцов/ консультантов	1	обучать сотрудник знание ноль
1598	Доступность персонала в магазине	3	кассир консультант весь занять весь магазин 2 консультант образоваться очередь касса бардак полный
1599	Доступность персонала в магазине	3	очередной зона выдача заказ одного сотрудник прийтись ждать
1600	Вежливость сотрудников магазина	4	совершенно хамский отношение персонал отдел тц мармелад сотрудник продажа совершенно заинтересованы вес стир машина 77 кг отпускать сотрудник товар упаковка обернуть плёнка волок кафель притащить тележка ножка машина предназначить варварский транспортировка высота разгрузочный блок 1 5 метр грузчик спустить товар земля отказаться естественно рискнуть высота упаковка снимать товар лёд риск уронить машина персонал менеджер старший продавец отказаться помочь разрешить ситуация сотрудник отдел выдача инет заказ алёна никифоров это наш проблема старший продавец сказать плохо попросить хороший постараться никто смутить факт возврат товар весь плевать купить машина
1601	Компетентность продавцов/ консультантов	1	ужасный отношение сотрудник магазин
1602	Доступность персонала в магазине	3	сотрудник
1603	Консультация КЦ	0	товар поэтому отменить ужасный служба поддержка абсолютно компетентный сотрудник жизнь ничто заказать ваш магазин отговаривать весь друг знакомых покупка
1604	Обслуживание на кассе	5	кассир пропадать желание вообще покупать ощущение оплачивать покупка попрасила долг пусть свой плохой настроение иванов дом оставлять показывать весь
1605	Электронная очередь	2	длительный ожидание выдача заказ электронный талон очередь 0 человек это ожидание сотрудник магазин 10 минута минимум пропускать вперёд человек талонами хотя электронный табло глаз происходить регулярно никакой желание делать заказ ваш магазин специально делать интернет заказ выбирать электронный талон итог терять свой время выдача
1606	Вежливость сотрудников магазина	4	обмануть интернет магазин магазин нахамить ваш бал значить кидалово поэтому человек магазин ходить сегодня пустой магазин город железнодорожный
1607	Обслуживание на кассе	5	попросить проверить товар касса кассир раскрыть коробка аккуратно порвать её сказать брать подарок бритва это очень удивлённо сказать другому её открыть просьба поменять поменять слово стол проверка сами проверять вежливый отношение заказ телефон полный противоположность магазин
1608	Время ожидания у кассы	7	долгий ожидание очередь выдача отсутствие решение проблема протяжение несколько год
1609	Обслуживание на кассе	5	товар отличный зайти забрать заказ сразу работа поскольку работать самокат брендированный сумка самокат плечо двое сотрудник магазин м видео которые находиться зона выдача заказ касса позволить насмешливый тон разговаривать мной вряд друг посоветовать магазин неприятный магазин адрес г новосибирск ул красный проспект 101
1610	Компетентность продавцов/ консультантов	1	цена оказаться заказ приложение невежливый сотрудник неумелый навязывание услуга оплата сбп
